corpus,study_id,set,multilab,social,z_orig,z_repli,n_orig,n_repli,se_orig,se_repli,pub_expanded
score,b3RA_single-trace,score,0,0,0.23815977828255477,0.6414238680788562,407,257,0.04975185951049946,0.06274558051381586,health
score,dPzV_single-trace,score,0,0,-0.39363415276188135,-0.33359349293602564,220,102,0.06788442333021306,0.10050378152592121,health
score,e3G7_single-trace,score,0,0,0.1919423922391938,0.16239408483538637,263,379,0.062017367294604234,0.05157106231293967,psychology
score,eOQm_single-trace,score,0,0,0.29122479064568696,0.0034050195433086984,77,346,0.11624763874381928,0.05399492471560388,psychology
score,gRWz_single-trace,score,0,0,0.4118000344786903,0.041272361336254705,5867,1108,0.013058792441389255,0.030082841879809342,health
score,gbl9_single-trace,score,0,0,0.3690059288856877,0.032248773117702356,63,134,0.12909944487358055,0.0873704056661038,psychology
score,j53d_single-trace,score,0,0,0.21317132546668469,0.6357515351168972,501,450,0.04481107149482209,0.047298376984040214,health
score,jLr_single-trace,score,0,0,0.45064089080888725,-0.12256788218596665,76,73,0.11704114719613057,0.11952286093343936,psychology
score,lkBL_single-trace,score,0,0,0.49875445801883816,0.05083677779935571,42,437,0.16012815380508713,0.04800153607373193,psychology
score,mBL1_single-trace,score,0,0,-2.606363646790679,-1.8217358822355798,20,20,0.24253562503633297,0.24253562503633297,psychology
score,mJDj_single-trace,score,0,0,0.04158316842438937,-0.021771696845113615,2664,28731,0.01938552480500403,0.0058999360450399056,psychology
score,p29j_single-trace,score,0,0,0.2961588674148401,0.21159471540879068,241,167,0.06482037235521644,0.07808688094430304,health
score,qPxQ_single-trace,score,0,0,-0.10504400504209839,0.09929094828751313,2001,3281,0.022371868507134143,0.017466083231604194,psychology
score,rjb_single-trace,score,0,0,0.1744977063165732,0.16405290982758955,174,813,0.07647191129018725,0.03513641844631533,psychology
score,rpq_single-trace,score,0,0,0.5771381380316525,-0.3647265009848484,48,55,0.14907119849998599,0.1386750490563073,psychology
score,vyRx_single-trace,score,0,0,0.04610971836134009,0.11166838139647292,8548,3119,0.010817925007266587,0.017914359097500464,health
score,wxQZ_single-trace,score,0,0,0.050742914181318155,0.04554870758796076,9845,288497,0.010079948648840405,0.0018617939185117066,health
score,x3KP_single-trace,score,0,0,-0.32913653237850177,-0.632833186665638,85,101,0.11043152607484653,0.10101525445522107,psychology
score,xLmP_single-trace,score,0,0,0.2741000192211564,0.0989180271454828,259,246,0.0625,0.06415002990995841,health
score,xvrb_single-trace,score,0,0,0.523521668386771,0.1955838101560637,276,113,0.060522753266880246,0.09534625892455924,psychology
score,yJwG_single-trace,score,0,0,0.8136460347310913,0.887793642127375,28,26,0.2,0.20851441405707477,psychology
score,yZD4_single-trace,score,0,0,0.7089212240237638,0.5686437569558224,322,63,0.05598925109558543,0.12909944487358055,health
score,yypJ_single-trace,score,0,0,-0.5627297273993158,0.3877625553865156,138,68,0.08606629658238704,0.12403473458920847,psychology
score,zN22_single-trace,score,0,0,0.3442220402773414,0.08968606300971553,40,158,0.1643989873053573,0.08032193289024989,psychology
score,zNEm_single-trace,score,0,0,0.7112064134452887,0.11186822898426169,27,78,0.20412414523193154,0.11547005383792514,psychology
score,zk94_single-trace,score,0,0,-0.48554956412437794,-0.5406284336539999,409,59,0.04962916669854651,0.1336306209562122,health
score,zlBL_56zxpp,score,0,0,-0.05037148323890836,-0.021361302675248026,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_9k761j,score,0,0,-0.050354519378321055,-0.018122406636834378,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_bv7vrq,score,0,0,0.05233403393876991,0.038594838503029465,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_g7jwq5,score,0,0,0.025762571179225955,0.03156037891159631,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_md2wdj,score,0,0,-0.02196742303983233,-0.05330967254089583,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_mo9wrp,score,0,0,-0.047596615379504485,-0.06806759162706412,4458,4971,0.014982219165849825,0.014187608845979145,psychology
score,zlBL_single-trace,score,0,0,-0.05031500359408778,0.0038418685922207187,4458,6126.243,0.014982219165849825,0.012779364357438183,psychology
